,Member_type,Duration(day)
65146,master degree,5.0
65147,master degree,10.0
65148,master degree,14.0
65149,master degree,22.0
65150,master degree,23.0
65151,master degree,6.0
65152,master degree,40.0
65153,master degree,10.0
65154,master degree,2.0
65155,master degree,6.0
65156,master degree,3.0
65157,master degree,6.0
65158,master degree,21.0
65159,master degree,14.0
65160,master degree,14.0
65161,master degree,21.0
65162,master degree,6.0
65163,master degree,28.0
65164,master degree,8.0
65166,master degree,14.0
65167,master degree,22.0
65168,master degree,70.0
65169,master degree,20.0
65170,master degree,32.0
65171,master degree,36.0
65172,master degree,13.0
65173,master degree,21.0
65174,master degree,23.0
65175,master degree,4.0
65176,master degree,9.0
65177,master degree,28.0
65178,master degree,79.0
65179,master degree,12.0
65181,master degree,25.0
65182,master degree,27.0
65183,master degree,2.0
65184,master degree,2.0
65185,master degree,5.0
65186,master degree,14.0
65187,master degree,5.0
65188,master degree,18.0
65189,master degree,4.0
65190,master degree,22.0
65191,master degree,2.0
65192,master degree,14.0
65193,master degree,25.0
65194,master degree,18.0
65195,master degree,16.0
65196,master degree,17.0
65197,master degree,14.0
65198,master degree,5.0
65199,master degree,65.0
65200,master degree,1.0
65201,master degree,6.0
65202,master degree,20.0
65203,master degree,50.0
65204,master degree,27.0
65205,master degree,22.0
65206,master degree,31.0
65207,master degree,13.0
65208,master degree,14.0
65209,master degree,14.0
65210,master degree,24.0
65211,master degree,28.0
65212,master degree,14.0
65213,master degree,12.0
65214,master degree,25.0
65215,master degree,24.0
65216,master degree,28.0
65217,master degree,28.0
65218,master degree,13.0
65219,master degree,7.0
65221,master degree,18.0
65222,master degree,2.0
65223,master degree,14.0
65224,master degree,14.0
65225,master degree,20.0
65226,master degree,18.0
65227,master degree,20.0
65228,master degree,28.0
65229,master degree,14.0
65230,master degree,24.0
65231,master degree,21.0
65232,master degree,28.0
65233,master degree,30.0
65234,master degree,17.0
65235,master degree,10.0
65236,master degree,12.0
65237,master degree,1.0
65238,master degree,35.0
65239,master degree,16.0
65240,master degree,28.0
65241,master degree,10.0
65242,master degree,19.0
65243,master degree,22.0
65244,master degree,13.0
65245,master degree,25.0
65246,master degree,70.0
65247,master degree,10.0
65248,master degree,12.0
65249,master degree,27.0
65250,master degree,14.0
65251,master degree,21.0
65252,master degree,7.0
65253,master degree,11.0
65254,master degree,149.0
65255,master degree,5.0
65256,master degree,10.0
65257,master degree,24.0
65258,master degree,14.0
65259,master degree,24.0
65260,master degree,28.0
65261,master degree,19.0
65263,master degree,15.0
65264,master degree,3.0
65265,master degree,9.0
65266,master degree,10.0
65267,master degree,6.0
65268,master degree,27.0
65269,master degree,14.0
65270,master degree,14.0
65271,master degree,52.0
65272,master degree,25.0
65273,master degree,2.0
65274,master degree,18.0
65275,master degree,9.0
65276,master degree,11.0
65277,master degree,29.0
65278,master degree,63.0
65279,master degree,14.0
65280,master degree,149.0
65281,master degree,42.0
65283,master degree,4.0
65284,master degree,7.0
65285,master degree,1.0
65286,master degree,9.0
65287,master degree,23.0
65288,master degree,6.0
65289,master degree,6.0
65291,master degree,7.0
65292,master degree,6.0
65293,master degree,24.0
65295,master degree,15.0
65296,master degree,24.0
65297,master degree,28.0
65298,master degree,35.0
65299,master degree,28.0
65301,master degree,17.0
65302,master degree,17.0
65303,master degree,19.0
65304,master degree,14.0
65305,master degree,14.0
65306,master degree,14.0
65308,master degree,20.0
65309,master degree,7.0
65310,master degree,32.0
65311,master degree,14.0
65312,master degree,8.0
65314,master degree,3.0
65315,master degree,3.0
65316,master degree,122.0
65317,master degree,11.0
65318,master degree,15.0
65319,master degree,9.0
65320,master degree,14.0
65321,master degree,7.0
65322,master degree,28.0
65323,master degree,41.0
65324,master degree,15.0
65325,master degree,6.0
65326,master degree,23.0
65328,master degree,19.0
65329,master degree,6.0
65330,master degree,26.0
65331,master degree,23.0
65332,master degree,6.0
65334,master degree,14.0
65335,master degree,29.0
65336,master degree,28.0
65337,master degree,13.0
65338,master degree,9.0
65339,master degree,28.0
65340,master degree,14.0
65341,master degree,27.0
65342,master degree,6.0
65343,master degree,18.0
65344,master degree,19.0
65345,master degree,2.0
65346,master degree,13.0
65347,master degree,41.0
65348,master degree,20.0
65349,master degree,6.0
65350,master degree,8.0
65351,master degree,14.0
65352,master degree,40.0
65353,master degree,28.0
65354,master degree,36.0
65355,master degree,28.0
65356,master degree,16.0
65357,master degree,7.0
65358,master degree,33.0
65359,master degree,30.0
65360,master degree,110.0
65361,master degree,8.0
65362,master degree,20.0
65363,master degree,14.0
65364,master degree,16.0
65365,master degree,9.0
65366,master degree,120.0
65367,master degree,16.0
65368,master degree,2.0
65369,master degree,5.0
65370,master degree,5.0
65371,master degree,21.0
65372,master degree,11.0
65373,master degree,11.0
65374,master degree,10.0
65375,master degree,28.0
65376,master degree,34.0
65377,master degree,8.0
65378,master degree,14.0
65379,master degree,27.0
65380,master degree,13.0
65381,master degree,36.0
65382,master degree,15.0
65383,master degree,28.0
65384,master degree,28.0
65385,master degree,13.0
65386,master degree,26.0
65387,master degree,19.0
65388,master degree,35.0
65389,master degree,11.0
65390,master degree,9.0
65391,master degree,17.0
65392,master degree,41.0
65394,master degree,18.0
65395,master degree,8.0
65396,master degree,3.0
65397,master degree,13.0
65398,master degree,26.0
65399,master degree,23.0
65400,master degree,23.0
65401,master degree,14.0
65402,master degree,34.0
65403,master degree,36.0
65404,master degree,32.0
65405,master degree,6.0
65406,master degree,18.0
65407,master degree,9.0
65408,master degree,15.0
65409,master degree,27.0
65410,master degree,9.0
65411,master degree,10.0
65412,master degree,2.0
65413,master degree,17.0
65414,master degree,2.0
65415,master degree,14.0
65416,master degree,31.0
65417,master degree,28.0
65418,master degree,27.0
65419,master degree,14.0
65420,master degree,8.0
65422,master degree,2.0
65423,master degree,13.0
65424,master degree,3.0
65425,master degree,46.0
65426,master degree,13.0
65427,master degree,14.0
65428,master degree,6.0
65429,master degree,14.0
65430,master degree,14.0
65431,master degree,7.0
65432,master degree,7.0
65433,master degree,9.0
65434,master degree,15.0
65435,master degree,29.0
65436,master degree,2.0
65437,master degree,41.0
65438,master degree,10.0
65439,master degree,19.0
65440,master degree,17.0
65441,master degree,11.0
65442,master degree,15.0
65443,master degree,14.0
65444,master degree,17.0
65445,master degree,27.0
65446,master degree,35.0
65447,master degree,19.0
65448,master degree,6.0
65449,master degree,6.0
65450,master degree,17.0
65451,master degree,21.0
65453,master degree,28.0
65454,master degree,5.0
65455,master degree,13.0
65456,master degree,37.0
65457,master degree,19.0
65458,master degree,17.0
65459,master degree,21.0
65460,master degree,23.0
65461,master degree,29.0
65462,master degree,14.0
65463,master degree,17.0
65464,master degree,9.0
65465,master degree,10.0
65466,master degree,12.0
65467,master degree,14.0
65468,master degree,14.0
65469,master degree,6.0
65470,master degree,12.0
65471,master degree,14.0
65472,master degree,19.0
65473,master degree,9.0
65474,master degree,7.0
65475,master degree,13.0
65476,master degree,21.0
65477,master degree,2.0
65478,master degree,6.0
65479,master degree,10.0
65480,master degree,21.0
65481,master degree,7.0
65482,master degree,21.0
65483,master degree,23.0
65484,master degree,24.0
65485,master degree,78.0
65486,master degree,23.0
65487,master degree,14.0
65489,master degree,27.0
65490,master degree,14.0
65491,master degree,28.0
65492,master degree,10.0
65493,master degree,27.0
65498,master degree,3.0
65499,master degree,6.0
65500,master degree,5.0
65501,master degree,10.0
65502,master degree,10.0
65503,master degree,2.0
65504,master degree,23.0
65505,master degree,28.0
65507,master degree,31.0
65508,master degree,18.0
65509,master degree,24.0
65510,master degree,23.0
65511,master degree,31.0
65512,master degree,15.0
65513,master degree,14.0
65514,master degree,7.0
65515,master degree,124.0
65516,master degree,8.0
65517,master degree,9.0
65518,master degree,28.0
65519,master degree,28.0
65520,master degree,27.0
65521,master degree,7.0
65522,master degree,33.0
65523,master degree,22.0
65524,master degree,18.0
65525,master degree,124.0
65526,master degree,14.0
65527,master degree,27.0
65528,master degree,7.0
65530,master degree,26.0
65531,master degree,30.0
65532,master degree,13.0
65533,master degree,12.0
65534,master degree,24.0
65535,master degree,1.0
65536,master degree,8.0
65538,master degree,2.0
65540,master degree,28.0
65541,master degree,9.0
65542,master degree,20.0
65543,master degree,7.0
65544,master degree,14.0
65545,master degree,21.0
65546,master degree,14.0
65547,master degree,14.0
65548,master degree,24.0
65549,master degree,14.0
65550,master degree,13.0
65551,master degree,22.0
65552,master degree,16.0
65553,master degree,24.0
65554,master degree,14.0
65555,master degree,28.0
65556,master degree,16.0
65557,master degree,26.0
65558,master degree,13.0
65559,master degree,7.0
65560,master degree,25.0
65561,master degree,30.0
65563,master degree,35.0
65564,master degree,14.0
65565,master degree,6.0
65566,master degree,12.0
65567,master degree,24.0
65568,master degree,19.0
65569,master degree,15.0
65570,master degree,14.0
65571,master degree,7.0
65572,master degree,12.0
65573,master degree,34.0
65574,master degree,14.0
65575,master degree,35.0
65576,master degree,10.0
65577,master degree,18.0
65579,master degree,6.0
65580,master degree,14.0
65581,master degree,26.0
65582,master degree,16.0
65583,master degree,28.0
65584,master degree,7.0
65585,master degree,19.0
65586,master degree,25.0
65587,master degree,43.0
65588,master degree,27.0
65589,master degree,32.0
65590,master degree,14.0
65591,master degree,24.0
65592,master degree,114.0
65593,master degree,29.0
65594,master degree,28.0
65595,master degree,28.0
65596,master degree,2.0
65597,master degree,20.0
65598,master degree,24.0
65599,master degree,5.0
65600,master degree,25.0
65601,master degree,26.0
65602,master degree,23.0
65603,master degree,15.0
65604,master degree,30.0
65605,master degree,8.0
65606,master degree,19.0
65607,master degree,25.0
65608,master degree,18.0
65609,master degree,9.0
65610,master degree,17.0
65611,master degree,120.0
65612,master degree,23.0
65613,master degree,22.0
65614,master degree,10.0
65615,master degree,14.0
65616,master degree,14.0
65617,master degree,11.0
65618,master degree,27.0
65619,master degree,15.0
65620,master degree,23.0
65621,master degree,7.0
65622,master degree,12.0
65623,master degree,20.0
65624,master degree,21.0
65625,master degree,14.0
65626,master degree,6.0
65627,master degree,9.0
65628,master degree,160.0
65629,master degree,7.0
65630,master degree,11.0
65631,master degree,5.0
65632,master degree,14.0
65633,master degree,14.0
65635,master degree,27.0
65636,master degree,22.0
65637,master degree,161.0
65638,master degree,12.0
65639,master degree,29.0
65640,master degree,67.0
65641,master degree,25.0
65642,master degree,17.0
65643,master degree,28.0
65644,master degree,13.0
65645,master degree,20.0
65646,master degree,53.0
