,Member_type,Duration(day)
63817,master degree,12.0
63818,master degree,10.0
63819,master degree,14.0
63820,master degree,17.0
63822,master degree,23.0
63823,master degree,29.0
63824,master degree,16.0
63825,master degree,15.0
63826,master degree,13.0
63827,master degree,14.0
63828,master degree,17.0
63829,master degree,2.0
63830,master degree,2.0
63831,master degree,33.0
63832,master degree,4.0
63833,master degree,9.0
63834,master degree,9.0
63835,master degree,32.0
63836,master degree,77.0
63837,master degree,8.0
63838,master degree,8.0
63839,master degree,28.0
63840,master degree,25.0
63841,master degree,6.0
63842,master degree,21.0
63843,master degree,27.0
63844,master degree,2.0
63845,master degree,15.0
63846,master degree,16.0
63847,master degree,14.0
63848,master degree,16.0
63849,master degree,28.0
63850,master degree,7.0
63851,master degree,20.0
63853,master degree,15.0
63854,master degree,16.0
63855,master degree,8.0
63856,master degree,16.0
63857,master degree,19.0
63858,master degree,8.0
63859,master degree,7.0
63860,master degree,21.0
63861,master degree,21.0
63862,master degree,2.0
63863,master degree,14.0
63864,master degree,33.0
63865,master degree,6.0
63866,master degree,16.0
63867,master degree,29.0
63868,master degree,19.0
63869,master degree,17.0
63870,master degree,6.0
63871,master degree,14.0
63872,master degree,25.0
63873,master degree,31.0
63874,master degree,8.0
63875,master degree,23.0
63876,master degree,5.0
63877,master degree,12.0
63878,master degree,6.0
63879,master degree,13.0
63880,master degree,20.0
63881,master degree,30.0
63882,master degree,29.0
63883,master degree,6.0
63884,master degree,5.0
63885,master degree,7.0
63886,master degree,26.0
63887,master degree,12.0
63888,master degree,10.0
63889,master degree,30.0
63890,master degree,7.0
63891,master degree,19.0
63892,master degree,5.0
63893,master degree,30.0
63894,master degree,35.0
63895,master degree,17.0
63896,master degree,13.0
63897,master degree,21.0
63898,master degree,27.0
63899,master degree,29.0
63900,master degree,15.0
63901,master degree,13.0
63902,master degree,2.0
63903,master degree,22.0
63904,master degree,31.0
63905,master degree,30.0
63906,master degree,3.0
63907,master degree,12.0
63908,master degree,6.0
63909,master degree,2.0
63910,master degree,20.0
63911,master degree,12.0
63912,master degree,111.0
63913,master degree,3.0
63914,master degree,18.0
63915,master degree,55.0
63916,master degree,2.0
63917,master degree,5.0
63918,master degree,10.0
63919,master degree,2.0
63920,master degree,27.0
63922,master degree,20.0
63923,master degree,27.0
63924,master degree,27.0
63925,master degree,22.0
63926,master degree,28.0
63927,master degree,27.0
63928,master degree,11.0
63929,master degree,26.0
63931,master degree,22.0
63932,master degree,28.0
63933,master degree,19.0
63934,master degree,24.0
63935,master degree,10.0
63936,master degree,35.0
63937,master degree,2.0
63938,master degree,3.0
63939,master degree,14.0
63940,master degree,29.0
63941,master degree,29.0
63942,master degree,66.0
63943,master degree,5.0
63944,master degree,19.0
63945,master degree,9.0
63946,master degree,17.0
63947,master degree,111.0
63948,master degree,25.0
63949,master degree,3.0
63950,master degree,3.0
63951,master degree,27.0
63952,master degree,126.0
63953,master degree,21.0
63954,master degree,28.0
63955,master degree,21.0
63956,master degree,14.0
63957,master degree,28.0
63959,master degree,25.0
63960,master degree,8.0
63961,master degree,8.0
63962,master degree,17.0
63963,master degree,43.0
63964,master degree,20.0
63965,master degree,2.0
63966,master degree,28.0
63967,master degree,28.0
63968,master degree,22.0
63969,master degree,35.0
63970,master degree,30.0
63971,master degree,29.0
63972,master degree,27.0
63973,master degree,17.0
63974,master degree,19.0
63975,master degree,13.0
63976,master degree,4.0
63977,master degree,14.0
63978,master degree,26.0
63979,master degree,9.0
63980,master degree,128.0
63981,master degree,13.0
63982,master degree,12.0
63983,master degree,28.0
63984,master degree,24.0
63985,master degree,27.0
63986,master degree,29.0
63987,master degree,12.0
63988,master degree,5.0
63989,master degree,7.0
63990,master degree,13.0
63991,master degree,13.0
63992,master degree,28.0
63993,master degree,11.0
63994,master degree,19.0
63995,master degree,3.0
63996,master degree,11.0
63997,master degree,7.0
63998,master degree,7.0
63999,master degree,28.0
64000,master degree,14.0
64001,master degree,28.0
64002,master degree,25.0
64003,master degree,16.0
64004,master degree,34.0
64005,master degree,19.0
64006,master degree,28.0
64007,master degree,6.0
64008,master degree,27.0
64009,master degree,20.0
64010,master degree,18.0
64011,master degree,16.0
64012,master degree,14.0
64013,master degree,2.0
64014,master degree,23.0
64015,master degree,2.0
64016,master degree,21.0
64017,master degree,22.0
64018,master degree,31.0
64019,master degree,17.0
64020,master degree,21.0
64021,master degree,4.0
64022,master degree,12.0
64023,master degree,10.0
64024,master degree,8.0
64025,master degree,5.0
64026,master degree,28.0
64027,master degree,20.0
64029,master degree,14.0
64030,master degree,28.0
64031,master degree,5.0
64032,master degree,29.0
64033,master degree,18.0
64034,master degree,7.0
64035,master degree,2.0
64036,master degree,35.0
64037,master degree,14.0
64038,master degree,6.0
64039,master degree,14.0
64040,master degree,20.0
64041,master degree,18.0
64042,master degree,20.0
64043,master degree,6.0
64044,master degree,6.0
64045,master degree,2.0
64046,master degree,7.0
64047,master degree,14.0
64048,master degree,11.0
64049,master degree,14.0
64050,master degree,19.0
64052,master degree,19.0
64053,master degree,11.0
64055,master degree,5.0
64056,master degree,14.0
64057,master degree,34.0
64058,master degree,29.0
64059,master degree,14.0
64060,master degree,6.0
64061,master degree,21.0
64062,master degree,15.0
64063,master degree,19.0
64064,master degree,14.0
64065,master degree,32.0
64066,master degree,2.0
64067,master degree,19.0
64068,master degree,9.0
64069,master degree,15.0
64070,master degree,16.0
64071,master degree,35.0
64072,master degree,18.0
64073,master degree,7.0
64074,master degree,20.0
64076,master degree,25.0
64077,master degree,4.0
64078,master degree,21.0
64079,master degree,7.0
64080,master degree,114.0
64081,master degree,93.0
64082,master degree,28.0
64083,master degree,2.0
64085,master degree,3.0
64086,master degree,17.0
64087,master degree,8.0
64088,master degree,7.0
64089,master degree,20.0
64090,master degree,11.0
64091,master degree,5.0
64092,master degree,27.0
64093,master degree,20.0
64094,master degree,13.0
64095,master degree,109.0
64096,master degree,9.0
64097,master degree,16.0
64098,master degree,27.0
64099,master degree,25.0
64100,master degree,23.0
64101,master degree,29.0
64102,master degree,7.0
64103,master degree,32.0
64104,master degree,29.0
64105,master degree,14.0
64106,master degree,25.0
64107,master degree,29.0
64108,master degree,15.0
64109,master degree,24.0
64110,master degree,12.0
64111,master degree,159.0
64112,master degree,17.0
64113,master degree,118.0
64114,master degree,25.0
64115,master degree,26.0
64116,master degree,94.0
64117,master degree,13.0
64118,master degree,29.0
64119,master degree,18.0
64120,master degree,14.0
64122,master degree,49.0
64123,master degree,8.0
64124,master degree,26.0
64125,master degree,14.0
64126,master degree,28.0
64127,master degree,13.0
64128,master degree,14.0
64129,master degree,3.0
64130,master degree,12.0
64131,master degree,12.0
64132,master degree,8.0
64133,master degree,21.0
64134,master degree,18.0
64135,master degree,14.0
64136,master degree,9.0
64137,master degree,4.0
64138,master degree,29.0
64139,master degree,6.0
64140,master degree,14.0
64141,master degree,5.0
64142,master degree,28.0
64143,master degree,26.0
64144,master degree,27.0
64145,master degree,147.0
64146,master degree,15.0
64147,master degree,2.0
64148,master degree,16.0
64149,master degree,14.0
64150,master degree,9.0
64151,master degree,9.0
64152,master degree,49.0
64153,master degree,113.0
64154,master degree,15.0
64155,master degree,21.0
64156,master degree,31.0
64157,master degree,7.0
64158,master degree,14.0
64159,master degree,14.0
64160,master degree,7.0
64161,master degree,7.0
64162,master degree,29.0
64163,master degree,2.0
64164,master degree,3.0
64165,master degree,19.0
64166,master degree,19.0
64167,master degree,26.0
64168,master degree,25.0
64169,master degree,128.0
64170,master degree,21.0
64171,master degree,27.0
64173,master degree,6.0
64174,master degree,110.0
64175,master degree,28.0
64176,master degree,7.0
64177,master degree,8.0
64179,master degree,7.0
64180,master degree,7.0
64181,master degree,19.0
64182,master degree,14.0
64183,master degree,41.0
64184,master degree,27.0
64185,master degree,19.0
64186,master degree,29.0
64187,master degree,15.0
64188,master degree,13.0
64189,master degree,17.0
64190,master degree,7.0
64191,master degree,9.0
64192,master degree,17.0
64193,master degree,15.0
64194,master degree,32.0
64195,master degree,27.0
64196,master degree,35.0
64197,master degree,28.0
64198,master degree,13.0
64199,master degree,19.0
64200,master degree,28.0
64201,master degree,28.0
64202,master degree,4.0
64203,master degree,7.0
64204,master degree,25.0
64205,master degree,14.0
64206,master degree,117.0
64207,master degree,28.0
64208,master degree,10.0
64209,master degree,10.0
64210,master degree,11.0
64211,master degree,8.0
64212,master degree,19.0
64213,master degree,96.0
64214,master degree,31.0
64215,master degree,21.0
64216,master degree,19.0
64217,master degree,3.0
64218,master degree,14.0
64220,master degree,57.0
64221,master degree,27.0
64222,master degree,165.0
64223,master degree,4.0
64224,master degree,3.0
64225,master degree,20.0
64226,master degree,28.0
64227,master degree,16.0
64228,master degree,6.0
64229,master degree,15.0
64230,master degree,16.0
64231,master degree,29.0
64232,master degree,19.0
64233,master degree,12.0
64234,master degree,11.0
64235,master degree,13.0
64237,master degree,9.0
64238,master degree,14.0
64239,master degree,14.0
64240,master degree,5.0
64242,master degree,23.0
64243,master degree,30.0
64244,master degree,21.0
64245,master degree,21.0
64246,master degree,27.0
64247,master degree,36.0
64249,master degree,22.0
64250,master degree,5.0
64251,master degree,15.0
64252,master degree,23.0
64253,master degree,20.0
64254,master degree,13.0
64255,master degree,20.0
64257,master degree,16.0
64258,master degree,43.0
64259,master degree,12.0
64260,master degree,26.0
64261,master degree,18.0
64262,master degree,11.0
64263,master degree,13.0
64264,master degree,14.0
64265,master degree,21.0
64266,master degree,9.0
64267,master degree,27.0
64268,master degree,14.0
64269,master degree,20.0
64271,master degree,17.0
64272,master degree,36.0
64273,master degree,9.0
64274,master degree,23.0
64275,master degree,6.0
64276,master degree,31.0
64277,master degree,35.0
64278,master degree,26.0
64279,master degree,14.0
64280,master degree,22.0
64281,master degree,10.0
64282,master degree,18.0
64283,master degree,7.0
64284,master degree,14.0
64285,master degree,7.0
64286,master degree,17.0
64287,master degree,2.0
64288,master degree,39.0
64289,master degree,24.0
64290,master degree,21.0
64291,master degree,7.0
64292,master degree,16.0
64293,master degree,13.0
64294,master degree,35.0
64295,master degree,25.0
64296,master degree,11.0
64297,master degree,27.0
64298,master degree,13.0
64299,master degree,18.0
64300,master degree,15.0
64301,master degree,28.0
64302,master degree,18.0
64303,master degree,14.0
64304,master degree,27.0
64305,master degree,14.0
64306,master degree,102.0
64307,master degree,7.0
64308,master degree,27.0
64309,master degree,28.0
64310,master degree,24.0
64311,master degree,7.0
64312,master degree,29.0
64313,master degree,16.0
64314,master degree,30.0
64315,master degree,18.0
64316,master degree,3.0
64317,master degree,10.0
64318,master degree,29.0
64319,master degree,14.0
64320,master degree,12.0
64321,master degree,5.0
64322,master degree,9.0
64323,master degree,4.0
64324,master degree,30.0
64325,master degree,13.0
64326,master degree,7.0
64327,master degree,9.0
64328,master degree,1.0
64329,master degree,1.0
64331,master degree,31.0
64332,master degree,29.0
64333,master degree,28.0
64334,master degree,3.0
64336,master degree,29.0
64337,master degree,14.0
64339,master degree,28.0
64340,master degree,36.0
64341,master degree,7.0
64342,master degree,36.0
64343,master degree,26.0
64344,master degree,28.0
64345,master degree,22.0
64346,master degree,12.0
64347,master degree,31.0
64348,master degree,26.0
64349,master degree,13.0
64350,master degree,14.0
64351,master degree,38.0
64352,master degree,23.0
64353,master degree,25.0
64354,master degree,21.0
64355,master degree,31.0
64356,master degree,31.0
64357,master degree,27.0
64358,master degree,165.0
64359,master degree,26.0
64361,master degree,9.0
64362,master degree,14.0
64363,master degree,5.0
64364,master degree,7.0
64365,master degree,21.0
64366,master degree,11.0
64367,master degree,7.0
64368,master degree,5.0
64369,master degree,28.0
64370,master degree,27.0
64371,master degree,5.0
64372,master degree,2.0
64373,master degree,24.0
64374,master degree,12.0
64375,master degree,14.0
64376,master degree,9.0
64377,master degree,6.0
64378,master degree,7.0
64379,master degree,28.0
64380,master degree,14.0
64381,master degree,6.0
64382,master degree,25.0
64383,master degree,13.0
64384,master degree,21.0
64385,master degree,28.0
64386,master degree,14.0
64387,master degree,13.0
64388,master degree,25.0
64389,master degree,4.0
64390,master degree,14.0
64391,master degree,35.0
64392,master degree,6.0
64393,master degree,9.0
64394,master degree,29.0
64395,master degree,12.0
64396,master degree,28.0
64397,master degree,7.0
64398,master degree,29.0
64399,master degree,18.0
64400,master degree,18.0
64401,master degree,15.0
64402,master degree,11.0
64403,master degree,7.0
64404,master degree,22.0
64405,master degree,25.0
64406,master degree,42.0
64407,master degree,19.0
64408,master degree,23.0
64409,master degree,5.0
64410,master degree,19.0
64411,master degree,17.0
64412,master degree,7.0
64413,master degree,2.0
64414,master degree,28.0
64415,master degree,14.0
64416,master degree,14.0
64417,master degree,30.0
64418,master degree,29.0
64419,master degree,19.0
64420,master degree,25.0
64421,master degree,117.0
64422,master degree,28.0
64423,master degree,23.0
64425,master degree,23.0
64426,master degree,14.0
64427,master degree,11.0
64428,master degree,37.0
64429,master degree,14.0
64430,master degree,37.0
64431,master degree,16.0
64432,master degree,5.0
64433,master degree,16.0
64434,master degree,14.0
64435,master degree,7.0
64436,master degree,3.0
64437,master degree,6.0
64438,master degree,13.0
64439,master degree,28.0
64440,master degree,14.0
64441,master degree,7.0
64443,master degree,15.0
64444,master degree,15.0
64445,master degree,7.0
64446,master degree,21.0
64447,master degree,9.0
64448,master degree,14.0
64449,master degree,25.0
64450,master degree,35.0
64451,master degree,18.0
64453,master degree,4.0
64454,master degree,12.0
64455,master degree,7.0
64456,master degree,21.0
64457,master degree,14.0
64458,master degree,9.0
64459,master degree,16.0
64460,master degree,14.0
64461,master degree,14.0
64462,master degree,14.0
64463,master degree,23.0
64464,master degree,26.0
64465,master degree,15.0
64466,master degree,21.0
64467,master degree,98.0
64468,master degree,14.0
64469,master degree,14.0
64470,master degree,18.0
64471,master degree,16.0
64472,master degree,3.0
64473,master degree,7.0
64474,master degree,22.0
64475,master degree,25.0
64476,master degree,29.0
64477,master degree,1.0
64478,master degree,14.0
64479,master degree,21.0
64480,master degree,28.0
64481,master degree,24.0
64482,master degree,4.0
64483,master degree,20.0
64484,master degree,7.0
64486,master degree,25.0
64487,master degree,2.0
64488,master degree,16.0
64489,master degree,21.0
64490,master degree,40.0
64491,master degree,117.0
64492,master degree,34.0
64493,master degree,7.0
64494,master degree,5.0
64496,master degree,25.0
64497,master degree,7.0
64498,master degree,18.0
64499,master degree,20.0
64500,master degree,7.0
64501,master degree,63.0
64502,master degree,51.0
64503,master degree,14.0
64504,master degree,40.0
64505,master degree,10.0
64506,master degree,130.0
64507,master degree,38.0
64509,master degree,10.0
64510,master degree,8.0
64511,master degree,12.0
64512,master degree,15.0
64513,master degree,23.0
64514,master degree,6.0
64515,master degree,15.0
64516,master degree,15.0
64517,master degree,34.0
64518,master degree,8.0
64519,master degree,145.0
64520,master degree,10.0
64521,master degree,30.0
64522,master degree,28.0
64523,master degree,10.0
64524,master degree,24.0
64525,master degree,7.0
64526,master degree,8.0
64527,master degree,14.0
64528,master degree,20.0
64529,master degree,15.0
64530,master degree,28.0
64531,master degree,7.0
64532,master degree,14.0
64533,master degree,34.0
64534,master degree,25.0
64535,master degree,3.0
64536,master degree,8.0
64537,master degree,25.0
64538,master degree,18.0
64539,master degree,6.0
64540,master degree,34.0
64541,master degree,12.0
64542,master degree,16.0
64543,master degree,16.0
64544,master degree,27.0
64545,master degree,60.0
64546,master degree,1.0
64547,master degree,6.0
64548,master degree,118.0
64549,master degree,26.0
64550,master degree,35.0
64551,master degree,27.0
64552,master degree,27.0
64553,master degree,23.0
64554,master degree,8.0
64555,master degree,28.0
64556,master degree,94.0
64557,master degree,27.0
64558,master degree,3.0
64559,master degree,5.0
64560,master degree,17.0
64561,master degree,14.0
64562,master degree,28.0
64563,master degree,5.0
64564,master degree,14.0
64565,master degree,10.0
64566,master degree,7.0
64567,master degree,7.0
64568,master degree,14.0
64570,master degree,9.0
64571,master degree,11.0
64572,master degree,13.0
64573,master degree,6.0
64574,master degree,23.0
64575,master degree,6.0
64576,master degree,27.0
64577,master degree,28.0
64578,master degree,14.0
64579,master degree,18.0
64580,master degree,8.0
64581,master degree,27.0
64582,master degree,29.0
64583,master degree,2.0
64584,master degree,9.0
64585,master degree,29.0
64586,master degree,13.0
64587,master degree,5.0
64588,master degree,13.0
64589,master degree,27.0
64590,master degree,25.0
64591,master degree,19.0
64592,master degree,23.0
64593,master degree,18.0
64594,master degree,9.0
64595,master degree,15.0
64596,master degree,12.0
64597,master degree,33.0
64599,master degree,17.0
64600,master degree,8.0
64601,master degree,6.0
64602,master degree,26.0
64603,master degree,13.0
64604,master degree,13.0
64606,master degree,8.0
64607,master degree,26.0
64608,master degree,25.0
64609,master degree,20.0
64610,master degree,2.0
64611,master degree,17.0
64612,master degree,5.0
64613,master degree,11.0
64614,master degree,5.0
64615,master degree,7.0
64616,master degree,22.0
64617,master degree,29.0
64618,master degree,17.0
64619,master degree,34.0
64620,master degree,26.0
64621,master degree,24.0
64622,master degree,8.0
64623,master degree,11.0
64624,master degree,5.0
64625,master degree,28.0
64626,master degree,27.0
64627,master degree,20.0
64628,master degree,19.0
64629,master degree,6.0
64630,master degree,13.0
64631,master degree,7.0
64632,master degree,13.0
64634,master degree,13.0
64635,master degree,3.0
64636,master degree,30.0
64637,master degree,18.0
64638,master degree,27.0
64639,master degree,6.0
64640,master degree,12.0
64641,master degree,13.0
64642,master degree,6.0
64643,master degree,17.0
64644,master degree,29.0
64645,master degree,12.0
64647,master degree,28.0
64648,master degree,13.0
64649,master degree,74.0
64651,master degree,94.0
64652,master degree,27.0
64653,master degree,14.0
64654,master degree,16.0
64655,master degree,16.0
64656,master degree,28.0
64657,master degree,30.0
64658,master degree,16.0
64659,master degree,14.0
64660,master degree,7.0
64661,master degree,27.0
64662,master degree,2.0
64663,master degree,2.0
64664,master degree,14.0
64665,master degree,2.0
64666,master degree,30.0
64667,master degree,14.0
64668,master degree,13.0
64669,master degree,2.0
64670,master degree,7.0
64671,master degree,14.0
64672,master degree,13.0
64673,master degree,27.0
64675,master degree,26.0
64676,master degree,18.0
64677,master degree,27.0
64678,master degree,165.0
64679,master degree,14.0
64680,master degree,13.0
64681,master degree,30.0
64682,master degree,19.0
64683,master degree,34.0
64684,master degree,3.0
64685,master degree,7.0
64686,master degree,15.0
64687,master degree,6.0
64688,master degree,1.0
64689,master degree,11.0
64690,master degree,30.0
64691,master degree,10.0
64692,master degree,8.0
64694,master degree,10.0
64695,master degree,18.0
64696,master degree,16.0
64697,master degree,37.0
64698,master degree,76.0
64699,master degree,28.0
64700,master degree,28.0
64701,master degree,31.0
64702,master degree,31.0
64703,master degree,14.0
64704,master degree,12.0
64705,master degree,14.0
64706,master degree,17.0
64707,master degree,18.0
64708,master degree,12.0
64709,master degree,26.0
64710,master degree,17.0
64711,master degree,17.0
64712,master degree,6.0
64713,master degree,29.0
64714,master degree,1.0
64715,master degree,11.0
64716,master degree,21.0
64717,master degree,14.0
64718,master degree,24.0
64719,master degree,11.0
64720,master degree,30.0
64721,master degree,14.0
64722,master degree,11.0
64723,master degree,10.0
64724,master degree,19.0
64725,master degree,23.0
64726,master degree,159.0
64727,master degree,34.0
64728,master degree,16.0
64729,master degree,27.0
64730,master degree,14.0
64731,master degree,14.0
64732,master degree,28.0
64733,master degree,7.0
64734,master degree,10.0
64735,master degree,28.0
64736,master degree,4.0
64737,master degree,7.0
64738,master degree,1.0
64739,master degree,16.0
64740,master degree,22.0
64741,master degree,28.0
64742,master degree,33.0
64743,master degree,49.0
64744,master degree,31.0
64745,master degree,3.0
64746,master degree,13.0
64748,master degree,28.0
64749,master degree,22.0
64750,master degree,14.0
64751,master degree,6.0
64752,master degree,12.0
64753,master degree,61.0
64754,master degree,14.0
64755,master degree,3.0
64756,master degree,28.0
64757,master degree,16.0
64758,master degree,25.0
64759,master degree,3.0
64760,master degree,14.0
64761,master degree,2.0
64762,master degree,26.0
64763,master degree,31.0
64764,master degree,31.0
64765,master degree,23.0
64766,master degree,34.0
64767,master degree,21.0
64768,master degree,30.0
64769,master degree,14.0
64770,master degree,137.0
64771,master degree,11.0
64772,master degree,2.0
64773,master degree,8.0
64774,master degree,23.0
64775,master degree,10.0
64776,master degree,27.0
64777,master degree,28.0
64778,master degree,40.0
64779,master degree,14.0
64781,master degree,29.0
64782,master degree,8.0
64783,master degree,11.0
64784,master degree,14.0
64785,master degree,9.0
64786,master degree,14.0
64787,master degree,32.0
64788,master degree,23.0
64789,master degree,21.0
64790,master degree,37.0
64791,master degree,13.0
64792,master degree,15.0
64793,master degree,14.0
64794,master degree,14.0
64795,master degree,29.0
64796,master degree,2.0
64797,master degree,21.0
64798,master degree,16.0
64799,master degree,13.0
64800,master degree,8.0
64801,master degree,13.0
64803,master degree,14.0
64804,master degree,7.0
64805,master degree,35.0
64806,master degree,12.0
64807,master degree,28.0
64808,master degree,8.0
64809,master degree,7.0
64810,master degree,16.0
64811,master degree,5.0
64812,master degree,66.0
64813,master degree,14.0
64814,master degree,29.0
64815,master degree,35.0
64816,master degree,16.0
64817,master degree,21.0
64818,master degree,21.0
64819,master degree,9.0
64820,master degree,2.0
64821,master degree,15.0
64822,master degree,12.0
64823,master degree,33.0
64825,master degree,7.0
64826,master degree,144.0
64827,master degree,13.0
64828,master degree,5.0
64829,master degree,6.0
64830,master degree,25.0
64831,master degree,25.0
64832,master degree,24.0
64833,master degree,30.0
64834,master degree,7.0
64835,master degree,17.0
64836,master degree,16.0
64838,master degree,3.0
64839,master degree,18.0
64840,master degree,15.0
64841,master degree,2.0
64842,master degree,6.0
64843,master degree,29.0
64844,master degree,85.0
64845,master degree,14.0
64847,master degree,29.0
64848,master degree,21.0
64849,master degree,8.0
64850,master degree,20.0
64851,master degree,14.0
64852,master degree,27.0
64853,master degree,17.0
64854,master degree,19.0
64855,master degree,28.0
64856,master degree,14.0
64857,master degree,29.0
64858,master degree,28.0
64859,master degree,34.0
64860,master degree,15.0
64861,master degree,26.0
64862,master degree,27.0
64863,master degree,126.0
64864,master degree,9.0
64865,master degree,21.0
64866,master degree,7.0
64867,master degree,14.0
64868,master degree,3.0
64869,master degree,11.0
64870,master degree,16.0
64871,master degree,14.0
64872,master degree,20.0
64873,master degree,19.0
64874,master degree,16.0
64875,master degree,8.0
64876,master degree,31.0
64877,master degree,4.0
64878,master degree,5.0
64879,master degree,16.0
64880,master degree,21.0
64881,master degree,21.0
64882,master degree,20.0
64883,master degree,23.0
64884,master degree,14.0
64885,master degree,21.0
64886,master degree,21.0
64887,master degree,5.0
64890,master degree,27.0
64891,master degree,25.0
64892,master degree,25.0
64893,master degree,30.0
64894,master degree,26.0
64895,master degree,15.0
64896,master degree,10.0
64897,master degree,13.0
64898,master degree,7.0
64899,master degree,11.0
64900,master degree,11.0
64901,master degree,14.0
64902,master degree,6.0
64903,master degree,124.0
64904,master degree,8.0
64905,master degree,33.0
64906,master degree,27.0
64907,master degree,7.0
64909,master degree,21.0
64910,master degree,5.0
64912,master degree,10.0
64913,master degree,21.0
64914,master degree,8.0
64915,master degree,22.0
64916,master degree,18.0
64917,master degree,7.0
64918,master degree,23.0
64919,master degree,12.0
64920,master degree,7.0
64921,master degree,10.0
64922,master degree,14.0
64923,master degree,8.0
64924,master degree,33.0
64925,master degree,47.0
64926,master degree,23.0
64927,master degree,39.0
64928,master degree,14.0
64929,master degree,16.0
64930,master degree,29.0
64931,master degree,16.0
64932,master degree,29.0
64933,master degree,35.0
64934,master degree,111.0
64935,master degree,6.0
64937,master degree,24.0
64938,master degree,10.0
64939,master degree,3.0
64940,master degree,38.0
64941,master degree,4.0
64942,master degree,17.0
64943,master degree,35.0
64944,master degree,18.0
64945,master degree,3.0
64946,master degree,3.0
64947,master degree,18.0
64948,master degree,14.0
64949,master degree,6.0
64950,master degree,6.0
64951,master degree,19.0
64952,master degree,6.0
64953,master degree,24.0
64954,master degree,21.0
64955,master degree,30.0
64956,master degree,16.0
64957,master degree,26.0
64958,master degree,13.0
64959,master degree,8.0
64960,master degree,10.0
64961,master degree,17.0
64962,master degree,26.0
64963,master degree,15.0
64964,master degree,7.0
64965,master degree,7.0
64966,master degree,3.0
64967,master degree,22.0
64968,master degree,70.0
64969,master degree,32.0
64970,master degree,32.0
64971,master degree,10.0
64972,master degree,12.0
64973,master degree,10.0
64974,master degree,29.0
64975,master degree,15.0
64976,master degree,24.0
64977,master degree,7.0
64978,master degree,67.0
64979,master degree,17.0
64980,master degree,34.0
64981,master degree,28.0
64982,master degree,12.0
64983,master degree,2.0
64984,master degree,15.0
64985,master degree,44.0
64986,master degree,14.0
64987,master degree,21.0
64988,master degree,12.0
64989,master degree,3.0
64990,master degree,6.0
64991,master degree,12.0
64992,master degree,14.0
64993,master degree,15.0
64994,master degree,21.0
64995,master degree,13.0
64996,master degree,4.0
64997,master degree,14.0
64998,master degree,133.0
64999,master degree,26.0
65000,master degree,19.0
65001,master degree,14.0
65003,master degree,17.0
65004,master degree,14.0
65005,master degree,30.0
65006,master degree,14.0
65007,master degree,27.0
65008,master degree,14.0
65009,master degree,34.0
65010,master degree,12.0
65011,master degree,7.0
65012,master degree,6.0
65013,master degree,69.0
65014,master degree,22.0
65015,master degree,41.0
65016,master degree,14.0
65017,master degree,30.0
65019,master degree,15.0
65020,master degree,8.0
65021,master degree,18.0
65023,master degree,24.0
65024,master degree,77.0
65025,master degree,15.0
65026,master degree,30.0
65027,master degree,9.0
65029,master degree,13.0
65030,master degree,21.0
65031,master degree,33.0
65032,master degree,14.0
65033,master degree,122.0
65034,master degree,13.0
65035,master degree,43.0
65036,master degree,14.0
65037,master degree,14.0
65038,master degree,7.0
65039,master degree,28.0
65040,master degree,103.0
65041,master degree,14.0
65042,master degree,18.0
65043,master degree,24.0
65044,master degree,3.0
65045,master degree,20.0
65046,master degree,21.0
65047,master degree,12.0
65048,master degree,27.0
65049,master degree,28.0
65050,master degree,35.0
65051,master degree,7.0
65052,master degree,4.0
65053,master degree,28.0
65054,master degree,14.0
65055,master degree,5.0
65056,master degree,6.0
65058,master degree,6.0
65059,master degree,13.0
65060,master degree,14.0
65061,master degree,13.0
65062,master degree,11.0
65063,master degree,21.0
65064,master degree,24.0
65065,master degree,21.0
65066,master degree,19.0
65067,master degree,22.0
65068,master degree,27.0
65069,master degree,8.0
65070,master degree,9.0
65071,master degree,18.0
65072,master degree,28.0
65073,master degree,14.0
65074,master degree,9.0
65075,master degree,11.0
65076,master degree,23.0
65077,master degree,25.0
65078,master degree,23.0
65079,master degree,22.0
65080,master degree,31.0
65081,master degree,74.0
65082,master degree,15.0
65083,master degree,34.0
65084,master degree,3.0
65085,master degree,128.0
65086,master degree,7.0
65087,master degree,24.0
65088,master degree,10.0
65089,master degree,19.0
65090,master degree,21.0
65091,master degree,10.0
65092,master degree,7.0
65093,master degree,14.0
65094,master degree,6.0
65095,master degree,21.0
65096,master degree,26.0
65097,master degree,25.0
65098,master degree,14.0
65099,master degree,21.0
65100,master degree,14.0
65101,master degree,14.0
65102,master degree,21.0
65103,master degree,25.0
65104,master degree,122.0
65105,master degree,30.0
65106,master degree,23.0
65107,master degree,14.0
65108,master degree,12.0
65109,master degree,16.0
65110,master degree,8.0
65111,master degree,27.0
65112,master degree,22.0
65113,master degree,22.0
65114,master degree,32.0
65115,master degree,18.0
65116,master degree,26.0
65118,master degree,17.0
65119,master degree,13.0
65120,master degree,28.0
65121,master degree,10.0
65122,master degree,16.0
65123,master degree,18.0
65124,master degree,31.0
65125,master degree,28.0
65126,master degree,2.0
65127,master degree,18.0
65129,master degree,37.0
65132,master degree,14.0
65133,master degree,31.0
65134,master degree,27.0
65135,master degree,9.0
65136,master degree,135.0
65137,master degree,93.0
65138,master degree,6.0
65139,master degree,144.0
65140,master degree,31.0
65141,master degree,6.0
65142,master degree,10.0
65143,master degree,28.0
65145,master degree,25.0
